ubigeo,department,province,district,total_populated_centers,matched_centers,unmatched_centers,coverage_share,mean_distance_km,median_distance_km,p90_distance_km,max_distance_km,share_over_10km,share_over_20km,share_over_30km,coverage_component,distance_component,remote_tail_component,q2_settlement_access_score,q2_access_level,rank_best_to_worst,rank_worst_to_best
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,35.0,35.0,0.0,1.0,5.272169930654408,5.6796749581871735,8.968856913275381,9.269868849029766,0.0,0.0,0.0,1.0,0.6936017705221579,1.0,0.7855212393655104,High availability,382,1490
120404,JUNIN,JAUJA,ATAURA,2.0,2.0,0.0,1.0,5.716469910658601,5.716469910658601,6.679637742881171,6.920429700936814,0.0,0.0,0.0,1.0,0.6926442241059696,1.0,0.7848509568741786,High availability,383,1489
040520,AREQUIPA,CAYLLOMA,MAJES,52.0,52.0,0.0,1.0,8.51614726211038,5.729134889240257,23.23161489975055,26.916029491423753,0.25,0.15384615384615385,0.0,1.0,0.69231584570918,1.0,0.784621091996426,High availability,384,1488
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,130.0,130.0,0.0,1.0,6.631918793443054,5.744215118868238,15.141580935187887,19.208151158651003,0.18461538461538463,0.0,0.0,1.0,0.6919256496523818,1.0,0.7843479547566672,High availability,385,1487
200406,PIURA,MORROPON,SALITRAL,26.0,26.0,0.0,1.0,7.391560911633064,5.753920300001465,15.591141590334729,16.527291763795333,0.3076923076923077,0.0,0.0,1.0,0.6916749924019048,1.0,0.7841724946813333,High availability,386,1486
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,55.0,55.0,0.0,1.0,6.402286631338435,5.758402390029615,10.927258834563807,13.57822312292927,0.18181818181818182,0.0,0.0,1.0,0.6915593543103598,1.0,0.7840915480172518,High availability,387,1485
110102,ICA,ICA,LA TINGUIÃA,42.0,42.0,0.0,1.0,5.599879743078899,5.766112383210804,8.458848835992196,9.3163749963287,0.0,0.0,0.0,1.0,0.6913606155024018,1.0,0.7839524308516812,High availability,388,1484
130608,LA LIBERTAD,OTUZCO,MACHE,52.0,52.0,0.0,1.0,5.897019184967419,5.774230471297525,7.517980344921724,9.663020356170158,0.0,0.0,0.0,1.0,0.6911516019327753,1.0,0.7838061213529426,High availability,389,1483
150601,LIMA,HUARAL,HUARAL,107.0,107.0,0.0,1.0,7.915048332076805,5.637052904535046,19.623745721869504,30.73582941295752,0.21495327102803738,0.102803738317757,0.009345794392523364,1.0,0.6947175764438396,0.9906542056074766,0.7834985651929307,High availability,390,1482
090114,HUANCAVELICA,HUANCAVELICA,PALCA,58.0,58.0,0.0,1.0,5.990733159378667,5.79706389107521,9.089081690845294,10.53486247422467,0.017241379310344827,0.0,0.0,1.0,0.6905650581543978,1.0,0.7833955407080784,High availability,391,1481
080106,CUSCO,CUSCO,SANTIAGO,43.0,43.0,0.0,1.0,5.400478385176592,5.838139913210536,8.144177114494022,9.682613908675613,0.0,0.0,0.0,1.0,0.6895148427322557,1.0,0.782660389912579,High availability,392,1480
090116,HUANCAVELICA,HUANCAVELICA,VILCA,75.0,75.0,0.0,1.0,6.440662834779267,5.839329725240036,11.766761943049682,17.54812364061052,0.14666666666666667,0.0,0.0,1.0,0.6894845161876761,1.0,0.7826391613313732,High availability,393,1479
022006,ANCASH,YUNGAY,RANRAHIRCA,28.0,28.0,0.0,1.0,5.966389968699006,5.845856205973532,7.597212438276348,8.877096409940078,0.0,0.0,0.0,1.0,0.689318259653378,1.0,0.7825227817573646,High availability,394,1478
220506,SAN MARTIN,LAMAS,PINTO RECODO,48.0,48.0,0.0,1.0,6.257762254601956,5.865751341021333,10.172001399598633,16.23656928834533,0.10416666666666667,0.0,0.0,1.0,0.6888124243294966,1.0,0.7821686970306476,High availability,395,1477
060408,CAJAMARCA,CHOTA,CONCHAN,48.0,48.0,0.0,1.0,6.102928860275619,5.876267560627005,8.816498187025088,9.411954472737426,0.0,0.0,0.0,1.0,0.6885456404877905,1.0,0.7819819483414534,High availability,396,1476
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,17.0,17.0,0.0,1.0,5.991132028653787,5.878199540416289,10.749729543832276,15.81171173312309,0.17647058823529413,0.0,0.0,1.0,0.6884966728510142,1.0,0.7819476709957099,High availability,397,1475
100316,HUANUCO,DOS DE MAYO,QUIVILLA,62.0,62.0,0.0,1.0,6.062322891661033,5.880256537442669,8.048353344820832,13.58956023879773,0.03225806451612903,0.0,0.0,1.0,0.6884445516640308,1.0,0.7819111861648216,High availability,398,1474
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,53.0,53.0,0.0,1.0,6.026722523414694,5.884581069618836,9.184010705778768,10.480583643776297,0.018867924528301886,0.0,0.0,1.0,0.6883350253714668,1.0,0.7818345177600268,High availability,399,1473
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,5.0,5.0,0.0,1.0,5.924896269108852,5.920098170277003,6.664578884043784,7.132909075345787,0.0,0.0,0.0,1.0,0.6874380872626322,1.0,0.7812066610838425,High availability,400,1472
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,121.0,121.0,0.0,1.0,5.767288672587261,5.92080284356757,9.003190167101168,13.556353823394552,0.09917355371900827,0.0,0.0,1.0,0.6874203382670834,1.0,0.7811942367869583,High availability,401,1471
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,75.0,75.0,0.0,1.0,6.049785322585718,5.93170902419983,7.448791809074634,9.472996113312103,0.0,0.0,0.0,1.0,0.6871458684597913,1.0,0.7810021079218539,High availability,402,1470
130501,LA LIBERTAD,JULCAN,JULCAN,83.0,83.0,0.0,1.0,5.790058280350347,5.946568761770295,9.311338517503822,11.616421991701625,0.060240963855421686,0.0,0.0,1.0,0.6867725959027648,1.0,0.7807408171319353,High availability,403,1469
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,104.0,104.0,0.0,1.0,5.821945511988988,5.975128627806999,8.872893719859864,11.904206764601561,0.057692307692307696,0.0,0.0,1.0,0.6860574166321307,1.0,0.7802401916424915,High availability,404,1468
060601,CAJAMARCA,CUTERVO,CUTERVO,195.0,195.0,0.0,1.0,6.369949290432889,5.976380605560559,11.438207564717109,14.566914557465665,0.14871794871794872,0.0,0.0,1.0,0.6860261323816496,1.0,0.7802182926671546,High availability,405,1467
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,11.0,11.0,0.0,1.0,5.793366932134765,5.979628377577389,6.396237185937925,6.955072117494075,0.0,0.0,0.0,1.0,0.6859450036595411,1.0,0.7801615025616788,High availability,406,1466
140103,LAMBAYEQUE,CHICLAYO,ETEN,10.0,10.0,0.0,1.0,6.04679312409382,5.992432673635912,7.2930419837626586,8.886778227662544,0.0,0.0,0.0,1.0,0.6856255221804397,1.0,0.7799378655263077,High availability,407,1465
211301,PUNO,YUNGUYO,YUNGUYO,192.0,192.0,0.0,1.0,6.153876746884321,6.01967683260788,9.63975992445169,13.165961221191704,0.09375,0.0,0.0,1.0,0.684947692217583,1.0,0.779463384552308,High availability,408,1464
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,67.0,67.0,0.0,1.0,6.843172895227133,6.043684863120761,12.713476102649953,21.62512377614019,0.208955223880597,0.014925373134328358,0.0,1.0,0.684352553586163,1.0,0.779046787510314,High availability,409,1463
200104,PIURA,PIURA,CASTILLA,36.0,36.0,0.0,1.0,10.066341956658473,6.046255629900089,20.405039038468015,24.708364651248583,0.4444444444444444,0.1111111111111111,0.0,1.0,0.6842889467407545,1.0,0.779002262718528,High availability,410,1462
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,44.0,44.0,0.0,1.0,6.173853408610984,6.048108799204623,8.875608455124512,9.887750475220585,0.0,0.0,0.0,1.0,0.684243109344907,1.0,0.7789701765414347,High availability,411,1461
150501,LIMA,CAÃETE,SAN VICENTE DE CAÃETE,95.0,95.0,0.0,1.0,8.393871772734268,6.0508804308117305,18.518899213670363,28.867633867496398,0.24210526315789474,0.06315789473684211,0.0,1.0,0.684174576641413,1.0,0.7789222036489891,High availability,412,1460
120901,JUNIN,CHUPACA,CHUPACA,10.0,10.0,0.0,1.0,6.339449406325554,6.060105689408583,7.718256718296758,8.665999809673066,0.0,0.0,0.0,1.0,0.683946662339654,1.0,0.7787626636377577,High availability,413,1459
100101,HUANUCO,HUANUCO,HUANUCO,77.0,77.0,0.0,1.0,7.734698205388393,6.068520785698758,14.561952524472058,20.647041649381308,0.2597402597402597,0.025974025974025976,0.0,1.0,0.6837390230522798,1.0,0.7786173161365959,High availability,414,1458
061203,CAJAMARCA,SAN PABLO,SAN LUIS,15.0,15.0,0.0,1.0,6.586636593991809,6.080195949923763,8.561445243496518,13.631451122379714,0.06666666666666667,0.0,0.0,1.0,0.683451351857538,1.0,0.7784159463002766,High availability,415,1457
220508,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,10.0,10.0,0.0,1.0,6.939061481620135,6.085470188721491,8.59143980025804,20.128295274600873,0.1,0.1,0.0,1.0,0.6833215523217049,1.0,0.7783250866251934,High availability,416,1456
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,253.0,253.0,0.0,1.0,7.495624177694615,6.085552041146861,15.362445634743873,17.56690790754334,0.2885375494071146,0.0,0.0,1.0,0.6833195386869175,1.0,0.7783236770808422,High availability,417,1455
120111,JUNIN,HUANCAYO,CHUPURO,17.0,17.0,0.0,1.0,4.593288823858555,6.110531839901413,8.739267307602677,10.7587147166542,0.058823529411764705,0.0,0.0,1.0,0.6827061000038539,1.0,0.7778942700026976,High availability,418,1454
120101,JUNIN,HUANCAYO,HUANCAYO,20.0,20.0,0.0,1.0,6.379747335915552,6.124419422577122,11.97823087924545,13.60147754301506,0.2,0.0,0.0,1.0,0.6823659886400386,1.0,0.7776561920480269,High availability,419,1453
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,99.0,99.0,0.0,1.0,6.137451303236567,6.139948701195068,10.498916396952474,14.735467928173646,0.1111111111111111,0.0,0.0,1.0,0.6819864558986208,1.0,0.7773905191290346,High availability,420,1452
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,26.0,26.0,0.0,1.0,6.485517714001937,6.145887046641315,8.837386255636943,10.910686096789108,0.07692307692307693,0.0,0.0,1.0,0.6818415419592522,1.0,0.7772890793714764,High availability,421,1451
120213,JUNIN,CONCEPCION,ORCOTUNA,6.0,6.0,0.0,1.0,6.016199542189539,6.15286527864148,9.005464961735075,9.19351533729165,0.0,0.0,0.0,1.0,0.6816714054072663,1.0,0.7771699837850864,High availability,422,1450
090302,HUANCAVELICA,ANGARAES,ANCHONGA,74.0,74.0,0.0,1.0,6.037240209687257,6.168038347928674,7.943601620178943,9.345583586889225,0.0,0.0,0.0,1.0,0.6813020423012532,1.0,0.7769114296108772,High availability,423,1449
050601,AYACUCHO,LUCANAS,PUQUIO,240.0,240.0,0.0,1.0,9.541113993756888,6.194711207924813,23.93858240456465,29.76941152994097,0.3541666666666667,0.15416666666666667,0.0,1.0,0.6806546271942877,1.0,0.7764582390360013,High availability,424,1448
021104,ANCASH,HUARMEY,HUAYAN,45.0,45.0,0.0,1.0,6.927038375110406,6.203707177045413,11.888631705758405,12.546415276457036,0.15555555555555556,0.0,0.0,1.0,0.6804368143151601,1.0,0.776305770020612,High availability,425,1447
040105,AREQUIPA,AREQUIPA,CHARACATO,14.0,14.0,0.0,1.0,8.301963787640393,6.211835290430981,16.549224529841705,17.729629338074446,0.21428571428571427,0.0,0.0,1.0,0.6802402479795244,1.0,0.776168173585667,High availability,426,1446
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,39.0,39.0,0.0,1.0,6.557969814984097,6.213648934656732,9.656959622887793,12.658775366293268,0.05128205128205128,0.0,0.0,1.0,0.6801964179228885,1.0,0.7761374925460219,High availability,427,1445
080901,CUSCO,LA CONVENCION,SANTA ANA,107.0,107.0,0.0,1.0,6.124881880588926,6.217414859206423,9.500456980909915,13.2578732661714,0.056074766355140186,0.0,0.0,1.0,0.6801054425990464,1.0,0.7760738098193325,High availability,428,1444
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,18.0,18.0,0.0,1.0,11.779214575827517,3.188056337307649,31.90879688445877,33.80499758295514,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,0.7749749895293045,0.7777777777777778,0.7758158260038466,High availability,429,1443
211201,PUNO,SANDIA,SANDIA,64.0,64.0,0.0,1.0,8.273044803366261,6.247872675736714,19.99461909531446,22.52045830211757,0.234375,0.109375,0.0,1.0,0.6793713976248887,1.0,0.7755599783374221,High availability,430,1442
040305,AREQUIPA,CARAVELI,BELLA UNION,49.0,49.0,0.0,1.0,6.588148401081964,6.26421605243654,13.068853989690085,16.684714546998187,0.20408163265306123,0.0,0.0,1.0,0.6789787866986767,1.0,0.7752851506890737,High availability,431,1441
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,59.0,59.0,0.0,1.0,6.135312904269334,6.283368500583082,8.216347532226916,9.60465222812264,0.0,0.0,0.0,1.0,0.6785198170274456,1.0,0.7749638719192118,High availability,432,1440
120602,JUNIN,SATIPO,COVIRIALI,45.0,45.0,0.0,1.0,6.763639834287782,6.301869255147392,9.586218200521438,11.030413435046794,0.08888888888888889,0.0,0.0,1.0,0.6780776091305928,1.0,0.774654326391415,High availability,433,1439
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,75.0,75.0,0.0,1.0,6.254143117000708,6.305872550411783,9.286930933003376,11.521074511130415,0.06666666666666667,0.0,0.0,1.0,0.6779820692087055,1.0,0.7745874484460938,High availability,434,1438
010204,AMAZONAS,BAGUA,EL PARCO,12.0,12.0,0.0,1.0,6.438040413369451,6.318956558580094,7.385686727963853,8.474975140131946,0.0,0.0,0.0,1.0,0.6776701799238272,1.0,0.774369125946679,High availability,435,1437
090721,HUANCAVELICA,TAYACAJA,ROBLE,21.0,21.0,0.0,1.0,5.618233529032876,6.3319196741119805,7.380046840332168,8.859222100058872,0.0,0.0,0.0,1.0,0.6773617217822949,1.0,0.7741532052476063,High availability,436,1436
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,133.0,133.0,0.0,1.0,9.461978760023579,5.45824252160956,18.934317240690948,47.626434352213614,0.3533834586466165,0.08270676691729323,0.05263157894736842,1.0,0.699478100434415,0.9473684210526316,0.77384519661988,High availability,437,1435
190203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,10.0,10.0,0.0,1.0,6.261071510621236,6.399746537729559,7.102310094661505,7.109917884840605,0.0,0.0,0.0,1.0,0.6757566174527352,1.0,0.7730296322169146,High availability,438,1434
050201,AYACUCHO,CANGALLO,CANGALLO,80.0,80.0,0.0,1.0,6.538087144415056,6.431995416539877,10.358264532566375,12.8383944709473,0.1375,0.0,0.0,1.0,0.674998609999557,1.0,0.7724990269996899,High availability,439,1433
021001,ANCASH,HUARI,HUARI,64.0,64.0,0.0,1.0,6.600181499171896,6.4446393879384765,13.161498577507416,14.552613097711772,0.1875,0.0,0.0,1.0,0.6747023116450868,1.0,0.7722916181515607,High availability,440,1432
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,52.0,52.0,0.0,1.0,6.0855726610871885,6.448727964333291,10.563499380682165,14.562501981957103,0.1346153846153846,0.0,0.0,1.0,0.6746066077621915,1.0,0.772224625433534,High availability,441,1431
040401,AREQUIPA,CASTILLA,APLAO,53.0,53.0,0.0,1.0,7.615141752447736,6.449696764019322,15.458692303806208,25.652615984996228,0.2830188679245283,0.018867924528301886,0.0,1.0,0.6745839381562441,1.0,0.7722087567093707,High availability,442,1430
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,32.0,32.0,0.0,1.0,7.288071047717678,6.457385224332146,11.929901588457472,12.877568227428911,0.21875,0.0,0.0,1.0,0.6744041350842378,1.0,0.7720828945589664,High availability,443,1429
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,126.0,126.0,0.0,1.0,7.055867697926999,6.464760614831853,12.275420900665388,14.277459574225455,0.30158730158730157,0.0,0.0,1.0,0.6742318276137513,1.0,0.7719622793296259,High availability,444,1428
110110,ICA,ICA,SAN JUAN BAUTISTA,46.0,46.0,0.0,1.0,7.1194693252288,6.478696027663458,10.904030856367317,12.122621717846627,0.21739130434782608,0.0,0.0,1.0,0.6739067259221111,1.0,0.7717347081454777,High availability,445,1427
120704,JUNIN,TARMA,HUASAHUASI,143.0,143.0,0.0,1.0,8.173595032799932,6.487563258038731,17.468097063676858,28.292703522917634,0.2517482517482518,0.08391608391608392,0.0,1.0,0.6737001759646535,1.0,0.7715901231752573,High availability,446,1426
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,48.0,48.0,0.0,1.0,6.429823674972025,6.490122756706598,8.544516265236084,10.440963003433701,0.020833333333333332,0.0,0.0,1.0,0.6736406014487112,1.0,0.7715484210140977,High availability,447,1425
010703,AMAZONAS,UTCUBAMBA,CUMBA,67.0,67.0,0.0,1.0,6.678794763028012,6.492307134548586,10.90827729073658,12.985406463943978,0.22388059701492538,0.0,0.0,1.0,0.6735897742887452,1.0,0.7715128420021216,High availability,448,1424
150514,LIMA,CAÃETE,SAN LUIS,37.0,37.0,0.0,1.0,6.109020789320346,6.492335483287019,7.907849663344685,9.33216567576081,0.0,0.0,0.0,1.0,0.6735891147540003,1.0,0.7715123803278001,High availability,449,1423
120129,JUNIN,HUANCAYO,SAN AGUSTIN,13.0,13.0,0.0,1.0,6.740744122838065,6.498853661938281,9.984880444755111,10.515773475784348,0.15384615384615385,0.0,0.0,1.0,0.6734375352312527,1.0,0.7714062746618768,High availability,450,1422
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,27.0,27.0,0.0,1.0,6.891613599962827,6.514631383070728,10.315196091372115,11.518716860602606,0.14814814814814814,0.0,0.0,1.0,0.6730711708431434,1.0,0.7711498195902003,High availability,451,1421
080907,CUSCO,LA CONVENCION,KIMBIRI,73.0,73.0,0.0,1.0,6.9431301116565125,6.523484371910382,11.939364706659976,18.09312696322033,0.2465753424657534,0.0,0.0,1.0,0.6728659379933498,1.0,0.7710061565953448,High availability,452,1420
050501,AYACUCHO,LA MAR,SAN MIGUEL,112.0,112.0,0.0,1.0,7.343929270880244,6.538980331517899,13.647430373476688,17.31822715922528,0.29464285714285715,0.0,0.0,1.0,0.6725072862725869,1.0,0.7707551003908109,High availability,453,1419
060311,CAJAMARCA,CELENDIN,UTCO,44.0,44.0,0.0,1.0,7.506366236898131,6.540364189269852,13.258980838892484,15.341568978162497,0.1590909090909091,0.0,0.0,1.0,0.6724752929518005,1.0,0.7707327050662603,High availability,454,1418
020202,ANCASH,AIJA,CORIS,132.0,132.0,0.0,1.0,6.959432489269969,6.544417680717624,10.608542192265595,22.952675124118464,0.12121212121212122,0.007575757575757576,0.0,1.0,0.6723816143135195,1.0,0.7706671300194636,High availability,455,1417
140204,LAMBAYEQUE,FERREÃAFE,MANUEL ANTONIO MESONES MURO,43.0,43.0,0.0,1.0,7.293569857225927,6.547960877476871,10.672335843614984,15.603729317940275,0.13953488372093023,0.0,0.0,1.0,0.6722997701112011,1.0,0.7706098390778408,High availability,456,1416
020803,ANCASH,CASMA,COMANDANTE NOEL,22.0,22.0,0.0,1.0,7.8134542241423555,6.5557044086637415,15.981743346803876,17.51767181746738,0.18181818181818182,0.0,0.0,1.0,0.6721210361545713,1.0,0.7704847253081999,High availability,457,1415
030401,APURIMAC,AYMARAES,CHALHUANCA,75.0,75.0,0.0,1.0,6.003703695305168,6.565071358598916,8.614526577168059,9.33544659946622,0.0,0.0,0.0,1.0,0.6719050755604052,1.0,0.7703335528922837,High availability,458,1414
150811,LIMA,HUAURA,SAYAN,231.0,231.0,0.0,1.0,7.177865259655502,6.578815444506733,13.08465776201931,17.78014927559689,0.354978354978355,0.0,0.0,1.0,0.6715886810368055,1.0,0.7701120767257638,High availability,459,1413
120701,JUNIN,TARMA,TARMA,112.0,112.0,0.0,1.0,8.052329099630617,6.589708506373542,15.045380348666493,23.064115497435537,0.3125,0.026785714285714284,0.0,1.0,0.6713383255836916,1.0,0.7699368279085841,High availability,460,1412
131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,70.0,70.0,0.0,1.0,6.987409026831181,6.595719026062749,10.704141102156912,12.256804188039101,0.17142857142857143,0.0,0.0,1.0,0.6712003394788051,1.0,0.7698402376351635,High availability,461,1411
010610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,11.0,11.0,0.0,1.0,6.63604341246269,6.602932924066373,7.60819436781298,8.220616013627481,0.0,0.0,0.0,1.0,0.6710348709930188,1.0,0.7697244096951131,High availability,462,1410
200804,PIURA,SECHURA,CRISTO NOS VALGA,14.0,14.0,0.0,1.0,9.454717368511597,6.610035092758807,18.22535459480754,19.52828294308046,0.35714285714285715,0.0,0.0,1.0,0.6708721185954358,1.0,0.769610483016805,High availability,463,1409
021910,ANCASH,SIHUAS,SICSIBAMBA,42.0,42.0,0.0,1.0,6.876304252590218,6.645345176734374,9.813689787719271,10.185976177261898,0.047619047619047616,0.0,0.0,1.0,0.6700652053945866,1.0,0.7690456437762105,High availability,464,1408
020605,ANCASH,CARHUAZ,ATAQUERO,54.0,54.0,0.0,1.0,6.892882557106303,6.648281961647047,10.291094927199063,12.50716283676985,0.14814814814814814,0.0,0.0,1.0,0.6699982613450134,1.0,0.7689987829415093,High availability,465,1407
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,9.0,9.0,0.0,1.0,8.715483242221179,6.661953272447977,16.248685563348626,17.567591312843195,0.3333333333333333,0.0,0.0,1.0,0.6696869616173489,1.0,0.7687808731321442,High availability,466,1406
010607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,22.0,22.0,0.0,1.0,6.88910685526196,6.6633892278648155,9.707287274965474,12.69053818366204,0.09090909090909091,0.0,0.0,1.0,0.6696542967348311,1.0,0.7687580077143817,High availability,467,1405
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,50.0,50.0,0.0,1.0,7.603416437674463,6.664154175858513,12.062486256088617,15.129849977238026,0.28,0.0,0.0,1.0,0.6696368983197469,1.0,0.7687458288238228,High availability,468,1404
060301,CAJAMARCA,CELENDIN,CELENDIN,82.0,82.0,0.0,1.0,8.649305597287944,6.683782145065329,19.12845044050272,28.960689876018012,0.4024390243902439,0.07317073170731707,0.0,1.0,0.6691910614834029,1.0,0.768433743038382,High availability,469,1403
010305,AMAZONAS,BONGARA,CUISPES,44.0,44.0,0.0,1.0,7.433240252619516,6.700851209474938,12.07498666954008,12.853168666849315,0.25,0.0,0.0,1.0,0.6688042734075013,1.0,0.7681629913852508,High availability,470,1402
020603,ANCASH,CARHUAZ,AMASHCA,29.0,29.0,0.0,1.0,6.36831582205598,6.7232543908238735,7.95611274237027,8.57630375851461,0.0,0.0,0.0,1.0,0.6682979122988211,1.0,0.7678085386091746,High availability,471,1401
020609,ANCASH,CARHUAZ,SHILLA,25.0,25.0,0.0,1.0,6.729563714054457,6.752666445685583,8.277011802608152,14.49874524027608,0.04,0.0,0.0,1.0,0.6676353606746473,1.0,0.7673447524722531,High availability,472,1400
150513,LIMA,CAÃETE,SAN ANTONIO,32.0,32.0,0.0,1.0,7.518674273397431,6.7537171226229,14.01581861891453,14.46362131714737,0.34375,0.0,0.0,1.0,0.6676117390910328,1.0,0.7673282173637229,High availability,473,1399
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,31.0,31.0,0.0,1.0,6.719563490755792,6.758704488746774,8.58376603847455,9.476189952388452,0.0,0.0,0.0,1.0,0.6674996555099312,1.0,0.7672497588569518,High availability,474,1398
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,118.0,118.0,0.0,1.0,6.823445894232072,6.769785819459668,8.937075117495842,10.943128853724112,0.025423728813559324,0.0,0.0,1.0,0.6672508768713764,1.0,0.7670756138099635,High availability,475,1397
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,33.0,33.0,0.0,1.0,7.5120238262364465,6.7703982650570715,10.873345960295735,13.414554979716492,0.15151515151515152,0.0,0.0,1.0,0.667237137663629,1.0,0.7670659963645403,High availability,476,1396
120126,JUNIN,HUANCAYO,PUCARA,28.0,28.0,0.0,1.0,6.2791611937937315,6.774945384894719,8.225035653797217,8.860770172957729,0.0,0.0,0.0,1.0,0.667135164376878,1.0,0.7669946150638145,High availability,477,1395
220504,SAN MARTIN,LAMAS,CAYNARACHI,35.0,35.0,0.0,1.0,7.250086767705758,6.776831538461297,13.128640811052897,15.161750561362464,0.37142857142857144,0.0,0.0,1.0,0.6670928831709639,1.0,0.7669650182196748,High availability,478,1394
040506,AREQUIPA,CAYLLOMA,COPORAQUE,28.0,28.0,0.0,1.0,5.839505747358075,6.792338947894745,8.410423892713835,9.08322248381636,0.0,0.0,0.0,1.0,0.6667456475625084,1.0,0.7667219532937559,High availability,479,1393
060104,CAJAMARCA,CAJAMARCA,COSPAN,104.0,104.0,0.0,1.0,6.660570359513627,6.802706357924397,12.98539751466337,14.601718015977903,0.19230769230769232,0.0,0.0,1.0,0.666513889938098,1.0,0.7665597229566685,High availability,480,1392
220707,SAN MARTIN,PICOTA,SAN HILARION,33.0,33.0,0.0,1.0,6.756603148623449,6.81340078097377,11.190859071228584,13.036025944691934,0.21212121212121213,0.0,0.0,1.0,0.6662751445559958,1.0,0.766392601189197,High availability,481,1391
050404,AYACUCHO,HUANTA,IGUAIN,34.0,34.0,0.0,1.0,6.960193482068141,6.818924106930271,8.72454282418442,10.770524452780863,0.029411764705882353,0.0,0.0,1.0,0.6661519681717627,1.0,0.7663063777202339,High availability,482,1390
051007,AYACUCHO,VICTOR FAJARDO,COLCA,23.0,23.0,0.0,1.0,6.683298682004533,6.82240190234261,7.554677408708961,8.073118523538602,0.0,0.0,0.0,1.0,0.6660744540552215,1.0,0.766252117838655,High availability,483,1389
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,98.0,98.0,0.0,1.0,7.247640366902149,6.8273438108888005,12.575102861968539,13.719483863020082,0.24489795918367346,0.0,0.0,1.0,0.6659643666170159,1.0,0.766175056631911,High availability,484,1388
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,122.0,122.0,0.0,1.0,9.939003593498107,6.8413698098752995,24.05587259241607,29.80279460844774,0.39344262295081966,0.13934426229508196,0.0,1.0,0.6656522974164485,1.0,0.7659566081915139,High availability,485,1387
130504,LA LIBERTAD,JULCAN,HUASO,74.0,74.0,0.0,1.0,6.787756697949327,6.841783082083216,10.664329999872182,14.877297844587021,0.12162162162162163,0.0,0.0,1.0,0.6656431108513601,1.0,0.7659501775959521,High availability,486,1386
050102,AYACUCHO,HUAMANGA,ACOCRO,109.0,109.0,0.0,1.0,6.761824846755199,6.842040965076657,9.93685603344563,17.281105605063985,0.10091743119266056,0.0,0.0,1.0,0.6656373786548079,1.0,0.7659461650583654,High availability,487,1385
210101,PUNO,PUNO,PUNO,206.0,206.0,0.0,1.0,8.119613000291924,6.843477127911328,15.944473576400345,21.04119642442972,0.3058252427184466,0.009708737864077669,0.0,1.0,0.6656054592232049,1.0,0.7659238214562434,High availability,488,1384
120412,JUNIN,JAUJA,JULCAN,12.0,12.0,0.0,1.0,7.084751548485187,6.8708436746894215,7.402301619613743,10.425490448994571,0.08333333333333333,0.0,0.0,1.0,0.6649983383615323,1.0,0.7654988368530726,High availability,489,1383
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,171.0,171.0,0.0,1.0,6.872885979345965,6.8776519527867555,11.379719827785248,14.33511039740463,0.18128654970760233,0.0,0.0,1.0,0.6648476261050826,1.0,0.7653933382735578,High availability,490,1382
